"prey_id","predator_id","source_id","year_min","year_max","warm_cool_years","odd_even_years","season_min","season_max","month_min","month_max","date_min","date_max","time_min","time_max","lat_min","lat_max","lon_min","lon_max","predator_lowest_taxonomic_level","predator_life_stage","predator_life_stage_min","predator_life_stage_max","predator_freshwater_age","predator_freshwater_age_min","predator_freshwater_age_max","predator_ocean_age","predator_ocean_age_min","predator_ocean_age_max","predator_maturity","predator_maturity_min","predator_maturity_max","predator_length_value_cm","predator_length_min_cm","predator_length_max_cm","predator_weight_value_g","predator_weight_min_g","predator_weight_max_g","predator_subsample_id","predator_sex","hatchery_wild","predator_replicates","predator_notes","gear_type_predator_id1","gear_type_predator_id2","gear_type_predator_id3","gear_type_predator_id4","gear_type_predator_id5","prey_lowest_taxonomic_level","prey_kingdom","prey_phylum","prey_class","prey_order","prey_family","prey_genus","prey_species","prey_life_stage","prey_life_stage_min","prey_life_stage_max","prey_length_value_mm","prey_length_min_mm","prey_length_max_mm","prey_weight_value_mg","prey_weight_min_mg","prey_weight_max_mg","prey_sex","prey_subsample_id","prey_replicates","prey_notes","gear_type_prey_id1","gear_type_prey_id2","gear_type_prey_id3","gear_type_prey_id4","gear_type_prey_id5","biological_parameter","prey_bio_notes","value","mean","error","min","max","units"
221,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Thysanoessa inspinata","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","inspinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,16,18,"millimeters"
222,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Thysanoessa raschii","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","raschii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,22,26,"millimeters"
223,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Euphausiidae","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae",NA,NA,"larvae",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,6,8,"millimeters"
224,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Neocalanus cristatus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Neocalanus","cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,6,8,"millimeters"
225,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Neocalanus plumchrus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Neocalanus","plumchrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,2.2,4,"millimeters"
226,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Copepoda","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,2.5,3.2,"millimeters"
227,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Gaetanus brevispinus","Animalia","Arthropoda","Hexanauplia","Calanoida","Aetideidae","Gaetanus","brevispinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,2.5,3.2,"millimeters"
228,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Paraeuchaeta elongata","Animalia","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Paraeuchaeta","elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,5,6.5,"millimeters"
229,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Metridia pacifica","Animalia","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","pacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,1.5,2.3,"millimeters"
230,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Metridia okhotensis","Animalia","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","okhotensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,1.8,3,"millimeters"
231,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Themisto japonica","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto","japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,2.4,9,"millimeters"
232,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Primno macropa","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","macropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,4,9,"millimeters"
233,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Hyperia galba","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia","galba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,6,10,"millimeters"
234,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Parasagitta elegans","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Parasagitta","elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,17,28,"millimeters"
235,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Oikopleura (Vexillaria) labradoriensis","Animalia","Chordata","Appendicularia","Copelata","Oikopleuridae","Oikopleura","(Vexillaria) labradoriensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,2,3,"millimeters"
236,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Conchoecia","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,2,4,"millimeters"
237,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Actinopterygii","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,"larvae",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,7,48,"millimeters"
238,7138,54,"1992",NA,NA,NA,NA,NA,"January",NA,NA,NA,NA,NA,45,48,145,157,"Oncorhynchus keta","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",NA,NA,46,NA,NA,NA,NA,"Cephalopoda","Animalia","Mollusca","Cephalopoda",NA,NA,NA,NA,"larvae",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",0,NA,NA,1,NA,NA,NA,NA,"prey_body_length",NA,NA,NA,NA,10,18,"millimeters"
5,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Cnidaria","Animalia","Cnidaria",NA,NA,NA,NA,NA,"large",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",1,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.43,NA,NA,NA,"milligrams"
6,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Hydrozoa","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,"medusa",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",2,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.43,NA,NA,NA,"milligrams"
7,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Hydrozoa","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",3,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.43,NA,NA,NA,"milligrams"
8,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Melicertum","Animalia","Cnidaria","Hydrozoa","Leptothecata","Melicertidae","Melicertum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",4,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3.3,NA,NA,NA,"milligrams"
9,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Ctenophora","Animalia","Ctenophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"unspecified",5,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.112,NA,NA,NA,"milligrams"
10,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Ctenophora","Animalia","Ctenophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"unspecified",6,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.43,NA,NA,NA,"milligrams"
11,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Electra","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Electridae","Electra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",7,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.02,NA,NA,NA,"milligrams"
12,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Spionidae","Animalia","Annelida","Polychaeta","Spionida","Spionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",8,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.087,NA,NA,NA,"milligrams"
13,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Alciopidae","Animalia","Annelida","Polychaeta","Phyllodocida","Alciopidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",9,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,36.04,NA,NA,NA,"milligrams"
14,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Polychaeta","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",10,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.087,NA,NA,NA,"milligrams"
15,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Nereididae","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",11,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3.54,NA,NA,NA,"milligrams"
16,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Sagitella","Animalia","Annelida","Polychaeta","Phyllodocida","Typhloscolecidae","Sagitella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",12,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.087,NA,NA,NA,"milligrams"
17,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Tomopteris","Animalia","Annelida","Polychaeta","Phyllodocida","Tomopteridae","Tomopteris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",13,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,7.34,NA,NA,NA,"milligrams"
18,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Miscellaneous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",14,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,5,NA,NA,NA,"milligrams"
19,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Pteropoda","Animalia","Mollusca","Gastropoda","Pteropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",15,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,6.94,NA,NA,NA,"milligrams"
20,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Mollusca","Animalia","Mollusca",NA,NA,NA,NA,NA,"veliger",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",16,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.014,NA,NA,NA,"milligrams"
21,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Gastropoda","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",17,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.1,NA,NA,NA,"milligrams"
22,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Gastropoda","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",18,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,13.28,NA,NA,NA,"milligrams"
23,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Limacina helicina","Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Limacina","helicina","adult",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",19,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.18,NA,NA,NA,"milligrams"
24,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Limacina helicina","Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Limacina","helicina","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",20,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.175,NA,NA,NA,"milligrams"
25,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Gastropoda","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,"large",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",21,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.16,NA,NA,NA,"milligrams"
26,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Atlanta peronii","Animalia","Mollusca","Gastropoda","Littorinimorpha","Atlantidae","Atlanta","peronii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",22,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.257,NA,NA,NA,"milligrams"
